ceremony_year,release_year,film_title,winner,metacritic_slug,metacritic_url,critic_review_page,review_date,critic_score,publication,author,quote,full_review_url
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2012-01-20,100,New Orleans Times-Picayune,Mike Scott,"If nothing else, this is a cinematic high-wire act.",http://www.nola.com/movies/index.ssf/2012/01/the_artist_review_black-and-wh.html
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-28,88,ReelViews,James Berardinelli,"Hazanavicius isn't just making a ""silent movie,"" he is attempting to enter a time warp and craft something that would fool all but the most studious and scholarly into believing it could have been a lost film from a bygone era. If his tongue is sometimes a little in his cheek, that's all part of the fun. ",http://www.reelviews.net/php_review_template.php?identifier=2403
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,100,Arizona Republic,Bill Goodykoontz,"The Artist is such an engaging, delightful film that, if you like movies, you will walk out of the theater with a smile. You just will; it's that inspired.

",http://www.azcentral.com/thingstodo/movies/articles/2011/12/18/20111218artist-movie-review-goodkoontz.html
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,78,Austin Chronicle,Marc Savlov,"What's so intensely pleasurable about The Artist, however, is not its predetermined seriocomic trajectory but the endless parade of smartly creative and self-referential gags, which include all manner of sly, silent delights; the inevitable Jack Russell; and even an extended orchestral cue of Bernard Herrmann's, cribbed outright from ""Vertigo.""",http://www.austinchronicle.com/calendar/film/2011-12-23/the-artist/
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,88,Charlotte Observer,Lawrence Toppman,"Talkies may have killed silent movies, the way TV serials and soap operas wiped out radio dramas. But there are stories most effectively told in the old style, and The Artist is proof.

",http://events.charlotteobserver.com/reviews/show/14111224-review-the-artist
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,90,Chicago Reader,J.R. Jones,This effort often manages to duplicate the magical pantomime of the era; a lovely scene in which Bejo drapes herself in the arms of a hung jacket as if it were a human lover could have come straight out of a Marion Davies picture. ,http://www.chicagoreader.com/chicago/MovieTimes?film=4914175
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,88,Chicago Tribune,Michael Phillips,"The Artist may not be great art, but it's pearly entertainment.","http://www.chicagotribune.com/entertainment/movies/sc-mov-1220-the-artist-20111220,0,2703056.column"
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,100,Tampa Bay Times,Steve Persall,"Hazanavicius crafted more than a replica of the silent era; this feels like a time capsule found 80 years later, right on time to be revolutionary in a louder world. Yet The Artist is a masterwork that likely won't be imitated. How many movies in 2011 can you say that about? Only the best one.",http://www.tampabay.com/features/movies/the-artist-speaks-volumes-with-nary-a-peep-from-the-actors/1207075
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,100,Boston Globe,Ty Burr,Michael Hazanavicius's love letter to classic cinema isn't perfect but it's close enough to make just about anyone who sees it ridiculously happy - and that includes children and grown-ups who have never come across a silent film. ,http://www.boston.com/ae/movies/articles/2011/12/23/the_artist_earns_4_stars_from_reviewer_ty_burr/
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,100,Philadelphia Inquirer,Steven Rea,"Strangely, wonderfully, The Artist feels as bold and innovative a moviegoing experience as James Cameron's bells-and-whistles Avatar did a couple of years ago. Retro becomes nuevo. Quaint becomes cool.

",http://www.philly.com/philly/entertainment/movies/reviews/20111223_A_silent_and_bold_valentine.html
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,80,New York Daily News,Elizabeth Weitzman,"In this film, a single word is worth more than all the expensive effects imaginable.

",http://www.nydailynews.com/entertainment/movies/silently-love-artist-capture-heart-cannes-film-festival-judges-article-1.981422?localLinksEnabled=false
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,91,Portland Oregonian,Shawn Levy,"It's a bit precious, yes, but its earnestness and joy carry you along, and its climax simply delights.
    ",http://blog.oregonlive.com/madaboutmovies/2011/12/the_artist_review_a_truly_old-.html
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,90,The Hollywood Reporter,Todd McCarthy,"Artist evinces unlimited love for the look and ethos of the 1920s as well for the style of the movies. The filmmakers clearly did their homework and took great pleasure in doing so, an enjoyment that is passed along in ample doses to any viewer game for their nifty little conceit.",http://www.hollywoodreporter.com/review/artist-cannes-review-188493
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,100,USA Today,Claudia Puig,"Drama, comedy, action and romance are intertwined in this gorgeously photographed and brilliantly directed film. Lead performances are thoroughly engaging despite - or perhaps because of - being wordless.",http://www.usatoday.com/life/movies/reviews/story/2011-11-23/the-artist/51386954/1?csp=34life&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+UsatodaycomMovies-TopStories+%28Life+-+Movies+-+Top+Stories%29
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,80,Los Angeles Times,Kenneth Turan,"It combines delightful humor and charm with what movies at their best have always conveyed: the honest power of pure emotion. It is a movie love story and a love note to the movies, all at the same time.","http://www.latimes.com/entertainment/news/movies/la-et-the-artist-20111125,0,5928257.story?track=rss"
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-22,88,St. Louis Post-Dispatch,Joe Williams,"May be too cute to qualify as high art, but it's highly entertaining.

",http://www.stltoday.com/entertainment/movies/reviews/the-artist-proves-silence-is-golden/article_1b6d53a9-41ab-5d59-b62f-65f52a5e2b37.html
2012,2011,The Artist,1,the-artist,https://www.metacritic.com/movie/the-artist/,https://www.metacritic.com/movie/the-artist/critic-reviews/,2011-12-21,100,Chicago Sun-Times,Roger Ebert,"Here is one of the most entertaining films in many a moon, a film that charms because of its story, its performances and because of the sly way it plays with being silent and black and white.",http://rogerebert.suntimes.com/apps/pbcs.dll/article?AID=/20111221/REVIEWS/111229993
